Sentence,Sentiment
sponda plan renovate old real estate develop new property,neutral
merisatama far corner world asfaltti osakeyhti lemmink ninen establish group master builder helsinki specialist business subcontractor,neutral
austin texas sept texas department transportation award contract teleste video compression distribution equipment,positive
transaction value cad million approximately eur million,neutral
extension new contract further eight engine plant produce over mw say,positive
stora enso receive pct equity interest combined company,neutral
beef import fall slightly mn kilos,neutral
serve broad range customer include construction process industry shipyard public sector household,neutral
kndi let see high high high low rest day slow steady,positive
say contract estimate contribute eurm net sale,positive
no financial detail report,neutral
balfour beatty plc set reinstate dividend rival national grid plc centrica plc,positive
viking line cargo revenue increase eur mn cargo volume increase cargo unit,positive
finnish power company fortum report electricity generate without carbon dioxide emission,neutral
cargotec corporation press release august finnish time cargotec macgregor business area provide marine cargo handling offshore load handle solution receive significant offshore crane retrofit order,positive
change optimize operational efficiency grow business say julia prohaska director marketing communication fiskar,positive
helsinki may finnish company lemminkainen oyj hel lem say today construct office building toolonlahti downtown helsinki without disclose financial detail,neutral
additional flight link mumbai helsinki dictate strong traffic demand asia europe,positive
